mDPSO,J48,SMO,RBF
0.898988788988789,0.9253846153846155,0.9778083028083028,0.9838744588744589
0.877009842009842,0.8827442927442929,0.9685442335442337,0.9345507270507271
0.9073366448366448,0.8850789025789024,0.982977022977023,0.9646007696007697
0.9190617715617715,0.8918088393088394,0.9853479853479854,0.9825252525252526
0.9029734154734155,0.9242735042735042,0.9778083028083029,0.9731313131313132
0.8875530025530026,0.8872156547156548,0.9853479853479854,0.9914141414141414
0.898395770895771,0.8831781181781183,0.9708638583638584,0.9846833721833722
0.8957472157472157,0.8965092315092317,0.9704822954822955,0.9738744588744589
0.9243856143856144,0.8703327228327229,0.9853479853479854,0.9667027417027417
0.8959492359492359,0.8995423095423095,0.9853479853479854,0.9755022755022756
0.8900733525733525,0.9003528878528879,0.9687057387057387,0.9835714285714285
0.9034450734450735,0.9150499500499499,0.9853479853479854,0.9914141414141415
0.9099511599511599,0.8920627520627521,0.9926739926739927,0.971933251933252
0.9287033337033336,0.873872978872979,0.9853479853479854,0.9840881340881341
0.9057227957227957,0.8793527768527768,0.9706959706959707,0.9742424242424242
0.916182151182151,0.8728440078440078,0.9829770229770229,0.9731313131313132
0.9177325452325452,0.8927458652458652,0.9710775335775336,0.9896296296296296
0.9132313982313983,0.8861643911643912,0.9853479853479854,0.9723929773929775
0.8626540126540126,0.8479477929477929,0.9627289377289378,0.9838744588744589
0.8859285159285158,0.873871313871314,0.9859432234432234,0.9814141414141414
0.917985532985533,0.8693993968993968,0.9778083028083028,0.9769781144781144
0.9266128316128315,0.895591908091908,0.9544050394050393,0.9914141414141414
0.8988813963813964,0.9174944499944498,0.9778083028083028,0.9653391053391053
0.9020210345210344,0.8751288526288526,0.9853479853479854,0.9914141414141414
0.9099803899803899,0.8864775964775965,0.9706959706959707,0.9629485329485329
0.939581252081252,0.8680879305879307,0.9714590964590966,0.9672979797979798
0.9053404928404928,0.8862851037851037,0.9706959706959708,0.9561083361083362
0.9065910940910942,0.8973606948606948,0.9684961334961336,0.9638071188071189
0.890430217930218,0.8744753394753394,0.9689202464202465,0.9685578310578311
0.914034114034114,0.9106249306249307,0.9780219780219781,0.9825252525252526
0.8968309468309469,0.9181204906204906,0.9780219780219781,0.9914141414141415
0.8890737965737965,0.894063714063714,0.9676603951603951,0.9486227661227661
0.9054584304584304,0.8805395530395531,0.9659849409849409,0.9416526991526992
0.9060286010286008,0.8988253413253413,0.9851343101343102,0.9752886002886002
0.8992992192992193,0.9152547452547452,0.9851343101343102,0.9602725977725978
0.8689166389166388,0.863571706071706,0.9593117993117993,0.9741774891774891
0.9031707181707181,0.9007020757020756,0.9784035409035409,0.968557831057831
0.891452713952714,0.8685958485958487,0.9778083028083029,0.9694536944536946
0.8845407370407371,0.9032728382728382,0.9780219780219781,0.9752886002886002
0.8981991156991157,0.8732493432493432,0.9853479853479854,0.9840881340881341
0.9218351093351093,0.8657704332704332,0.9926739926739927,0.9653535353535353
0.9209436859436858,0.8901912901912902,0.9853479853479854,0.9838744588744589
0.9110277685277685,0.919587172087172,0.9859432234432234,0.9741774891774891
0.8906190106190106,0.8951246901246902,0.9780219780219781,0.9731313131313132
0.9167016317016317,0.9207620157620159,0.9756510156510156,0.9669805194805194
0.8866835941835941,0.9087917637917639,0.9710775335775336,0.9761844636844637
0.8917802567802567,0.9027531727531728,0.9859432234432234,0.981043771043771
0.9138597513597514,0.8988705738705739,0.960999000999001,0.9645454545454545
0.9121306471306472,0.8840428090428091,0.9851343101343102,0.9666133866133867
0.8923369223369223,0.9094672919672919,0.955598568098568,0.9575986050986051
