mDPSO,J48,SMO,RBF
0.7725718194254446,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7751231190150478,0.9836388508891929,0.9859917920656635,0.9848153214774282
0.7651846785225718,0.9859917920656635,0.9859917920656635,0.9825034199726403
0.7640834473324214,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7922298221614228,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7657250341997264,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.7704514363885089,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7633447332421341,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7796032831737345,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7768946648426813,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7710191518467853,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.714671682626539,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7558344733242135,0.9836662106703147,0.9859917920656635,0.9848153214774282
0.7490082079343366,0.9824623803009576,0.9859917920656635,0.984829001367989
0.7727154582763337,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7841860465116279,0.9859917920656635,0.9859917920656635,0.984829001367989
0.7602120383036935,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7736662106703145,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7873392612859098,0.9859917920656635,0.9859917920656635,0.984829001367989
0.7684610123119014,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7508413132694939,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7744186046511627,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.7608207934336524,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7786593707250342,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7919151846785226,0.9859917920656635,0.9859917920656635,0.987154582763338
0.7593091655266759,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.6854924760601916,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7991313269493845,0.9859917920656635,0.9859917920656635,0.9824897400820793
0.7708618331053353,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7794459644322845,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7902462380300959,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.7435841313269493,0.9859917920656635,0.9859917920656635,0.9824897400820793
0.7652188782489739,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.768139534883721,0.9824623803009576,0.9859917920656635,0.9859917920656635
0.7499110807113543,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.787797537619699,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7739192886456907,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7392681258549931,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7563269493844049,0.9859917920656635,0.9859917920656635,0.9836662106703147
0.7673666210670316,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7637072503419973,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7417920656634747,0.9859917920656635,0.9859917920656635,0.984829001367989
0.7503077975376198,0.9859917920656635,0.9859917920656635,0.9836388508891929
0.7657113543091656,0.9859917920656635,0.9859917920656635,0.9836525307797537
0.7787619699042407,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.7831874145006841,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7647537619699043,0.9859917920656635,0.9859917920656635,0.9859917920656635
0.7567783857729138,0.9824623803009576,0.9859917920656635,0.984829001367989
0.752906976744186,0.9859917920656635,0.9859917920656635,0.9848153214774282
0.7672913816689468,0.9859917920656635,0.9859917920656635,0.9836525307797537
