mDPSO,J48,SMO,RBF
0.663474206952468,0.7674977196716328,0.6955178879091923,0.8518191952974561
0.6775248302422215,0.8286231884057971,0.6904048849701023,0.8410585791020573
0.715632917806831,0.8041679335157597,0.7104540387149083,0.8586272423228944
0.6655556400121618,0.7378331813114423,0.6995261984392418,0.8298317624404581
0.6843404783622176,0.7763200567548394,0.6887402452619844,0.8520446944359987
0.653406557210905,0.7817599067599067,0.7124151211107732,0.8564735988649032
0.6796848079456774,0.8015759602716125,0.7063063747846358,0.8087184554575859
0.6516684402553967,0.7505168744299179,0.6910535117056856,0.8677156177156176
0.7069195297456168,0.7696108239586499,0.7205482922874227,0.8091441167528124
0.6855921252660384,0.7408634843417452,0.6781443194486674,0.8730211817168338
0.6746022093848181,0.7589515556906861,0.7022625924799838,0.8495439343265432
0.6664221647917301,0.7684402553967773,0.7102741461437114,0.8479350359785143
0.7318067801763454,0.7609227728792947,0.7087108543630283,0.8444664031620552
0.7188367791628663,0.7740042566129521,0.6987103476233911,0.844514543427587
0.6791273943447856,0.7532912739434477,0.7014391405695755,0.8504611330698287
0.6965706395054221,0.7867006182223575,0.6967619337184555,0.8373771156379852
0.6581002331002331,0.8030784432958346,0.7062785041045911,0.855125671430019
0.6830140873619135,0.7572438431134083,0.6878711867842303,0.8517583865409953
0.6666844025539678,0.7673380966859228,0.6949908786865309,0.8368653086044391
0.6798849701023614,0.7930424647815952,0.7106085943042465,0.8435517381169555
0.6807818992601601,0.8166565318739231,0.6976639302726259,0.8478438228438229
0.6888960677004154,0.7595216377825074,0.7226968683490422,0.8660129725347117
0.6526008411877977,0.7629294618425053,0.690055234620452,0.852695854869768
0.6510704874835309,0.8245261984392419,0.6933971825276173,0.853387554474511
0.6475587817979122,0.7816205533596838,0.6939697983176244,0.8288334853552245
0.6846685922772879,0.7579330090199654,0.7073781291172595,0.8422114117766292
0.6403390088172698,0.7665779872301612,0.6926066686936252,0.8536941319550015
0.6812937062937063,0.7885932907672039,0.7018724029593596,0.842611736089997
0.6092074592074594,0.736074794770447,0.6815344076213642,0.8402021891152327
0.6844012871186784,0.7936733556298774,0.6971546569372655,0.8612622884362015
0.6366258741258741,0.7779340224992399,0.6913752913752914,0.8633981960068915
0.6541451302320868,0.7860899969595623,0.6875620756055538,0.8401185770750988
0.6747516975777845,0.7983480287828113,0.6690686125468734,0.8510388162562075
0.6561074794770447,0.7503293807641633,0.698834498834499,0.8335132259045303
0.667393838046012,0.7843848180804701,0.6710094253572515,0.8551206040336474
0.6931260768217289,0.7912739434478564,0.6929512516469039,0.8129142596533901
0.6581040336475119,0.8090427688253776,0.6888973345495084,0.8459156785243742
0.64461082395865,0.740392216479173,0.6933591770548293,0.8556096077835209
0.6780835106922063,0.7678321678321678,0.683178777743995,0.8486520725651161
0.6757981149285497,0.800874125874126,0.6950516874429917,0.821298266950441
0.6829545454545454,0.7817320360798621,0.7209055437316307,0.830764163372859
0.6375620756055538,0.7857454140062836,0.7036966656531874,0.8525514340731732
0.6496034762339111,0.7565648119995946,0.7156987939596636,0.8338324718759502
0.6713603425559947,0.7342733353602919,0.7158052092834701,0.863448869970609
0.6922190128711868,0.7629598662207357,0.6895003547177462,0.8578823350562482
0.6490460626330192,0.775258437214959,0.7222610722610722,0.8400831053004968
0.6936036789297659,0.7867639606770042,0.699822641126989,0.8353096179183137
0.6806450795581231,0.7720583764062026,0.6988927738927739,0.8613433667781495
0.654140062835715,0.7880004053917099,0.7328316610925307,0.8332725245768724
0.6450415526502483,0.741661599270295,0.6821095571095571,0.8223928245667376
