mDPSO,J48,SMO,RBF
0.7799077733860343,0.8025032938076416,0.7994729907773386,0.7693017127799736
0.7833333333333332,0.766798418972332,0.8051383399209486,0.7637681159420291
0.7820158102766799,0.7611330698287219,0.802635046113307,0.758102766798419
0.7834650856389986,0.772859025032938,0.7968379446640315,0.7704874835309617
0.7814229249011858,0.7573122529644268,0.7960474308300395,0.7633728590250328
0.7880105401844532,0.7757575757575758,0.7997364953886693,0.7761528326745718
0.7910408432147561,0.7578392621870883,0.8057971014492754,0.7608695652173912
0.782608695652174,0.7632411067193677,0.8017127799736495,0.7545454545454544
0.7976284584980237,0.7583662714097498,0.7972332015810277,0.7586297760210804
0.7816864295125163,0.7848484848484848,0.8061923583662715,0.7702239789196311
0.7680500658761528,0.7752305665349143,0.7969696969696969,0.764163372859025
0.7829380764163373,0.7669301712779973,0.8025032938076415,0.7370223978919631
0.7882740447957839,0.7675889328063241,0.8006587615283266,0.7553359683794465
0.7702898550724638,0.782345191040843,0.7974967061923582,0.7612648221343873
0.7781949934123847,0.7693017127799736,0.8052700922266139,0.7606060606060606
0.7907114624505929,0.7577075098814229,0.7999999999999999,0.7642951251646904
0.7816864295125164,0.7815546772068512,0.81133069828722,0.7638998682476942
0.7891963109354414,0.784584980237154,0.8085638998682477,0.7603425559947299
0.7829380764163373,0.7822134387351779,0.7911725955204215,0.7490118577075099
0.7859683794466403,0.7689064558629776,0.8055335968379446,0.7545454545454545
0.7827404479578393,0.7664031620553359,0.7959156785243741,0.7664031620553359
0.793544137022398,0.7793148880105402,0.7968379446640315,0.7732542819499341
0.7799736495388668,0.772859025032938,0.8056653491436099,0.7752305665349143
0.776679841897233,0.7395256916996047,0.80566534914361,0.7399209486166006
0.7856389986824769,0.7486166007905138,0.7963109354413702,0.7571805006587615
0.7838603425559946,0.7700922266139657,0.803820816864295,0.7403162055335968
0.7785243741765481,0.7487483530961793,0.8054018445322791,0.7695652173913045
0.7756258234519104,0.7513833992094862,0.7936758893280632,0.7608695652173912
0.7861660079051384,0.764163372859025,0.7997364953886693,0.7758893280632412
0.7946640316205533,0.7782608695652175,0.8055335968379448,0.7454545454545455
0.7753623188405797,0.7750988142292489,0.7994729907773385,0.7905138339920947
0.7769433465085639,0.7606060606060607,0.7961791831357048,0.7422924901185771
0.7881422924901186,0.7578392621870883,0.7910408432147563,0.7732542819499341
0.7861001317523058,0.7633728590250328,0.805270092226614,0.7483530961791831
0.7847826086956521,0.766798418972332,0.7997364953886693,0.7673254281949934
0.7774703557312254,0.764163372859025,0.8005270092226614,0.7525691699604743
0.8044137022397893,0.7699604743083004,0.796969696969697,0.764163372859025
0.7849802371541502,0.7703557312252963,0.8036890645586295,0.7677206851119894
0.7816205533596837,0.7903820816864294,0.7901185770750988,0.7544137022397891
0.7844532279314888,0.7902503293807642,0.7873517786561265,0.7844532279314889
0.7680500658761528,0.7669301712779973,0.8000000000000002,0.7521739130434782
0.7774703557312254,0.7612648221343874,0.7907773386034256,0.7458498023715414
0.7901185770750988,0.7523056653491436,0.803425559947299,0.7429512516469038
0.7921607378129116,0.7517786561264822,0.7967061923583664,0.7578392621870883
0.7849802371541502,0.7638998682476942,0.8027667984189722,0.766798418972332
0.7861001317523056,0.7607378129117258,0.7967061923583664,0.7695652173913045
0.7907773386034256,0.7727272727272728,0.793544137022398,0.7722002635046112
0.781620553359684,0.7968379446640316,0.7994729907773386,0.7575757575757577
0.7768115942028985,0.7592885375494071,0.8019762845849803,0.7633728590250328
0.7845849802371542,0.7341238471673254,0.8054018445322794,0.7756258234519106
